LAT,LONG,DSG,CC1,ADM1,NT,FULL_NAME_RO
-21.6,165.95,MT,NC,0,N,Epékata
-21.466667,165.616667,MT,NC,0,N,Boa Enri
-21.016667,165.083333,MT,NC,0,N,Ennaboura
-21.433333,165.6,MT,NC,0,N,Boa Enkoène
-20.883333,164.8,HLL,NC,0,N,Tavia
-22.383333,166.633333,ISL,NC,0,N,Île Tarèti
-22.383333,166.633333,ISL,NC,0,V,Taretis
-21.516667,165.983333,HLL,NC,0,N,Monhou
-21.133333,165.483333,HLL,NC,0,N,Mont Monéo
-20.85,164.483333,HLL,NC,0,N,Monéco
-22.166667,166.516667,MT,NC,0,V,Sommet Mone
-22.166667,166.516667,MT,NC,0,V,Mont Moue
-22.166667,166.516667,MT,NC,0,N,Mont Moné
-20.316667,164.366667,RDGE,NC,0,N,Mondiap
-20.633333,164.316667,PT,NC,0,V,Pointe Kéremb
-20.633333,164.316667,PT,NC,0,N,Pointe de Karembé
-21.433333,165.25,RDGE,NC,0,N,Douaou
-20.433333,164.5,RDGE,NC,0,N,Dorou
-20.916667,164.816667,PK,NC,0,N,Pic Donon
-21.666667,165.85,MT,NC,0,N,Mé Améli
-22.483333,166.466667,ISL,NC,0,N,Île Amédée
-21.783333,166.083333,HLL,NC,0,N,Amandi
-21.7,165.816667,HLL,NC,0,N,Mé Ama
-20.766667,164.316667,ISL,NC,0,N,Île Deverd
-20.766667,164.316667,ISL,NC,0,V,Nin’ghit
-20.766667,164.366667,CAPE,NC,0,N,Cap Deverd
-21.4,167.9,CLF,NC,0,N,Hnacau
-21.566667,167.95,PK,NC,0,N,Hnabo
-20.883333,165.216667,HLL,NC,0,N,Poa Hinniop
-20.666667,164.65,PK,NC,0,N,Hilo
-20.8,165.1,RDGE,NC,0,N,Pombéï
-21.016667,165.133333,MT,NC,0,N,Pomanhou
-21.483333,165.9,PK,NC,0,N,Pokoué
-21.083333,164.883333,HLL,NC,0,N,Poitéou
-21.566667,166.05,MT,NC,0,N,Hounda
-21.533333,166,HLL,NC,0,N,Houmendjo
-21.733333,166.033333,MT,NC,0,N,Houenni
-21.633333,166.116667,MT,NC,0,N,Houapo
-20.65,164.433333,HLL,NC,0,V,Houango
-20.65,164.433333,HLL,NC,0,N,Hongo
-20.45,166.45,ISL,NC,0,N,Holo
-21.6,167.966667,RDGE,NC,0,N,Taréte
-20.516667,164.55,MT,NC,0,N,Pabuda
-20.366667,164.533333,PK,NC,0,N,Paalo
-20.433333,164.416667,HLL,NC,0,N,Paalo
-20.483333,164.166667,PT,NC,0,V,Pointe Pagoumène
-20.483333,164.166667,PT,NC,0,N,Pointe Paagoumène
-20.583333,166.416667,ATOL,NC,0,V,Atoll Uvéa
-20.583333,166.416667,ATOL,NC,0,N,Atoll d’Ouvéa
-21.05,165.033333,MT,NC,0,N,Outoupainda
-20.85,164.95,HLL,NC,0,N,Outor
-22,166.3,PK,NC,0,N,Outchi
-21.25,165.433333,PK,NC,0,N,Sphinx
-22.116667,166.6,MT,NC,0,N,Montagne des Sources
-20.633333,166.316667,ISL,NC,0,N,Sou
-19.45,158.966667,ISL,NC,0,N,Caye Skeleton
-19.45,158.966667,ISL,NC,0,V,Caye Renard
-19.45,158.966667,ISL,NC,0,V,Skelton Cay
-21.15,165.516667,HLL,NC,0,N,Sinipodu
-21.733333,166.216667,MT,NC,0,N,Mont Sindoa
-21.733333,166.216667,MT,NC,0,V,Sommet Sindoa
-22.2,166.516667,MT,NC,0,N,Mont Algaoué
-20.833333,165.066667,RDGE,NC,0,N,Tonine
-20.35,164.516667,PK,NC,0,N,Sommet Balade
-20.916667,164.85,PK,NC,0,N,Obana
-21.683333,165.65,HLL,NC,0,N,Mé Oaioli
-20.433333,164.116667,ISL,NC,0,N,Île Oahimboa
-19.9,163.7,ISL,NC,0,N,Awa
-20.883333,167.266667,PASS,NC,0,N,Trou Avion
-21.716667,166.016667,MT,NC,0,N,Fombara
-21.716667,165.883333,PK,NC,0,N,Fomano
-21.65,165.783333,PK,NC,0,N,Mé Foatin
-22.65,167.533333,ISL,NC,0,N,Île Atéré
-19.716667,163.65,ISL,NC,0,N,Île Art
-21.866667,165.816667,PEN,NC,0,N,Presqu’île Ouano
-21.466667,167.85,HLL,NC,0,N,Padawa
-20.85,164.816667,SPUR,NC,0,N,Pacon
-21.483333,165.3,HLL,NC,0,N,Boa Go
-20.95,167.333333,HLL,NC,0,N,Gézété
-20.466667,166.666667,PT,NC,0,N,Pointe Escarpée
-20.466667,166.666667,PT,NC,0,V,Cap Escarpé
-20.466667,166.666667,PT,NC,0,V,Escarpe Point
-21.483333,165.316667,HLL,NC,0,N,Tiva
-20.366667,164.4,HLL,NC,0,N,Tirima
-20.983333,164.9,PK,NC,0,N,Pic Pomon
-20.833333,164.933333,PK,NC,0,N,Pomoindili
-21.233333,165.183333,SPUR,NC,0,N,Pomin
-22.516667,166.9,ISL,NC,0,N,Nukue
-21.5,165.5,ISL,NC,0,V,La Nouvelle-Calédonie
-21.5,165.5,ISL,NC,0,V,Territoire de la Nouvelle-Calédonie et Dépendances
-21.5,165.5,ISL,NC,0,N,Nouvelle-Calédonie
-21.5,165.5,ISL,NC,0,C,New Caledonia
-21.5,165.5,ISL,NC,0,V,Territoire de la Nouvelle-Calédonie
-22.216667,166.983333,ISL,NC,0,N,Île Noutié
-20.65,164.366667,HLL,NC,0,N,Nououto
-21.633333,165.65,PK,NC,0,N,Pic Aymé
-22.675,167.458333,ISL,NC,0,V,Tui
-22.675,167.458333,ISL,NC,0,N,Île Aventure
-22.675,167.458333,ISL,NC,0,V,Îlot Aventure
-22.355556,166.8175,RK,NC,0,N,Roc Auzile
-20.783333,165.25,ISL,NC,0,N,Îlot Atit
-20.783333,165.25,ISL,NC,0,V,Île Atit
-20.783333,165.25,ISL,NC,0,V,Palétuviers
-21.4,165.733333,PK,NC,0,N,Ati Aoué
-21.016667,165.033333,SPUR,NC,0,N,Pouaméni
-20.816667,165.083333,PK,NC,0,N,Poualou
-20.3,164.233333,SPUR,NC,0,N,Pouakou
-20.583333,164.35,VAL,NC,0,N,Vallée Frère
-20.9,164.983333,PK,NC,0,N,Pic François
-20.966667,164.85,PK,NC,0,N,Pic Poigni
-21.416667,158.833333,ISL,NC,0,V,Observatory Cay
-21.416667,158.833333,ISL,NC,0,N,Caye de l’Observatoire
-21.4,165.3,PK,NC,0,N,Djivano
-20.45,166.4,ISL,NC,0,N,Île Djekoutène
-21.3,165.616667,PK,NC,0,N,Dirari
-21.7,165.583333,HLL,NC,0,N,Dioui
-21.116667,165.466667,RDGE,NC,0,N,Dioua
-21.516667,165.85,PK,NC,0,N,Dio Niaouré
-20.633333,166.3,ISL,NC,0,N,Diétetch
-21.033333,165.35,PK,NC,0,N,Marimpou
-20.983333,165.083333,PASS,NC,0,V,Col des Roussettes
-20.983333,165.083333,PASS,NC,0,N,Col Maré
-21.75,165.666667,PT,NC,0,N,Pointe Mara
-21.366667,165.883333,PK,NC,0,N,Pic Mara
-21.383333,165.083333,PT,NC,0,N,Pointe Maquéo
-20.35,164.283333,VAL,NC,0,N,Vallée Mapoul
-21.416667,165.133333,SPUR,NC,0,N,Maouiri
-21.216667,165.566667,SPUR,NC,0,N,Manou
-20.533333,164.3,PK,NC,0,N,Mani
-21.083333,165.416667,HLL,NC,0,N,Mani
-21.133333,165.466667,HLL,NC,0,N,Mané
-21.583333,166.05,RDGE,NC,0,N,Mandou
-20.633333,164.416667,RDGE,NC,0,N,Pouaha
-20.566667,164.35,HLL,NC,0,N,Pouagachilo
-22.15,166.95,ISL,NC,0,N,Île Potino
-21.316667,165.3,RDGE,NC,0,N,Poromonmou
-21.1,165.4,PK,NC,0,V,Pic Gorodou
-21.1,165.4,PK,NC,0,N,Gogorotou
-21.066667,165.366667,MT,NC,0,N,Goéta
-21.283333,165.616667,PK,NC,0,N,Goéouéou
-20.4,164.116667,ISL,NC,0,V,Île Coen’ghi
-20.4,164.116667,ISL,NC,0,V,Île Coenghu
-20.4,164.116667,ISL,NC,0,N,Île Goenghu
-22.383333,166.4,ISL,NC,0,N,Île aux Goélands
-22.383333,166.4,ISL,NC,0,V,Île aux Goélands Sud
-21.75,165.816667,HLL,NC,0,N,Barbadine
-20.45,164.5,PK,NC,0,N,Barahi
-21.55,165.666667,MT,NC,0,N,Mont Bara
-20.833333,164.516667,HLL,NC,0,N,Bapounda
-21.516667,165.816667,MT,NC,0,N,Baou
-20.866667,164.55,HLL,NC,0,N,Bangaloumaou
-20.866667,164.55,HLL,NC,0,V,Bangaloumau
-20.75,164.816667,VAL,NC,0,N,Vallée des Bambous
-20.416667,166.5,ISL,NC,0,V,Motouniou
-20.416667,166.5,ISL,NC,0,V,Whale Island
-20.416667,166.5,ISL,NC,0,N,Île de la Baleine
-20.416667,166.5,ISL,NC,0,V,Iseuna Island
-21.1,164.8,PEN,NC,0,N,Presqu’île de Foué
-21.666667,165.833333,MT,NC,0,N,Mé Fotivi
-21.633333,165.583333,MT,NC,0,N,Mé Aoué
-21.533333,165.466667,RDGE,NC,0,N,Aou
-21.033333,165,PK,NC,0,N,Aotopaou
-21.533333,165.833333,MT,NC,0,N,Mé Famassa
-18.333333,162.95,ISL,NC,0,V,Fabert Island
-18.333333,162.95,ISL,NC,0,V,Huon du Sud
-18.333333,162.95,ISL,NC,0,N,Île Fabre
-22.566667,167.483333,BCH,NC,0,N,Eviéré Plage
-21.35,165.683333,HLL,NC,0,N,Evatigué
-20.933333,165.25,PK,NC,0,N,Grobounoua
-21,165.366667,PK,NC,0,N,Grobombra
-20.95,165.233333,SPUR,NC,0,N,Groatti
-21.366667,165,ISL,NC,0,V,Grimoult
-21.366667,165,ISL,NC,0,N,Île Grimault
-21.25,165.066667,MT,NC,0,N,Mont Graunda
-21.4,165.216667,HLL,NC,0,N,Onneu
-19.366667,163.783333,ISL,NC,0,N,Île Ongombua
-21.216667,165.466667,HLL,NC,0,N,Omiri
-21.716667,166.033333,MT,NC,0,N,Omfara
-21.7,165.633333,HLL,NC,0,N,Omboui
-20.1,164.033333,HLL,NC,0,N,Sommet Olane
-22.116667,166.916667,PK,NC,0,N,Ointapoin
-19.6,163.6,HLL,NC,0,N,Mawoua
-21.033333,164.7,HLL,NC,0,N,Pao Mavoud
-22.373889,166.773611,MT,NC,0,N,Mont Mau
-22.373889,166.773611,MT,NC,0,V,Sommet Mau
-22.45,167.1,ISL,NC,0,N,Île Améré
-21.616667,165.866667,MT,NC,0,N,Mont Dogny
-21.933333,166.066667,HLL,NC,0,N,Doambah
-21.75,166,MT,NC,0,N,Mont Do
-21.75,166,MT,NC,0,V,Cadode
-20.416667,164.45,PK,NC,0,N,Djunan
-21.083333,164.966667,VAL,NC,0,N,Vallée Cormier
-21.516667,166.033333,MT,NC,0,V,Sommet Kontambo
-21.516667,166.033333,MT,NC,0,V,Mont Cotambo
-21.516667,166.033333,MT,NC,0,N,Contambo
-21.533333,166.1,MT,NC,0,N,Connau
-21.4,165.133333,PK,NC,0,N,Comadaro
-21.466667,165.183333,VAL,NC,0,N,Vallée des Cannes
-20.4,164.15,HLL,NC,0,N,Canlangué
-21.583333,165.933333,MT,NC,0,N,Mont Canala
-21.583333,165.933333,MT,NC,0,V,Mont Kanala
-20.483333,164.733333,RDGE,NC,0,N,Callegalle
-22.033333,166.15,ISL,NC,0,N,Île Caligou
-21.683333,166.35,PT,NC,0,N,Pointe de Cagou
-20.766667,164.983333,PK,NC,0,N,Cagalech
-19.683333,163.633333,PT,NC,0,N,Bwedam
-21.466667,166.05,PEN,NC,0,V,Presqu’ile de Meunh
-21.466667,166.05,PEN,NC,0,N,Presqu’île de Méanh
-21.466667,166.05,PT,NC,0,N,Pointe Méanh
-22.383333,166.883333,PT,NC,0,N,Pointe Mé
-20.483333,166.333333,ISL,NC,0,V,Dengala
-20.483333,166.333333,ISL,NC,0,V,High Island
-20.483333,166.333333,ISL,NC,0,N,Île Haute
-21.066667,165.033333,PK,NC,0,N,Haroubouaméni
-20.866667,164.566667,HLL,NC,0,N,Halitchi
-20.633333,164.483333,PK,NC,0,N,Toéla
-21.083333,165.016667,PK,NC,0,N,Poindi
-20.983333,165.366667,MT,NC,0,N,Poindéala
-20.85,164.916667,MT,NC,0,N,Poindas
-21.133333,165.066667,MT,NC,0,N,Poindara
-20.483333,164.3,MT,NC,0,N,Bahéo
-21.583333,165.833333,HLL,NC,0,N,Babeu
-20.05,163.966667,ISL,NC,0,V,Nénéma
-20.05,163.966667,ISL,NC,0,N,Île Baaba
-20.05,163.966667,ISL,NC,0,V,Île Paäba
-21.166667,165.55,PK,NC,0,N,Bâ
-21.683333,165.916667,MT,NC,0,N,Azéméli
-21.55,165.816667,PK,NC,0,N,Fativi
-21.516667,165.75,MT,NC,0,N,Fatévi
-21.483333,165.833333,MT,NC,0,N,Mé Faou
-21.45,165.716667,PK,NC,0,N,Biondo
-20.733333,167.3,CAPE,NC,0,N,Cap Bernardin
-21.4,165.616667,MT,NC,0,N,Mé Bepou
-20.716667,164.933333,RDGE,NC,0,N,Benmit
-19.75,163.666667,ISLS,NC,0,N,Îles Bélep
-20.983333,165.383333,PK,NC,0,N,Béjaro
-20.416667,166.133333,ISL,NC,0,V,Ile Eo
-20.416667,166.133333,ISL,NC,0,N,Île Beautemps-Beaupré
-21.8,165.966667,HLL,NC,0,N,Tominélé
-21.55,165.816667,MT,NC,0,N,Mé Tomé
-21.683333,165.866667,PK,NC,0,N,Tombosana
-21.783333,165.866667,MT,NC,0,N,Mé Tombéré
-21.583333,165.766667,PASS,NC,0,N,Col Toma
-19.7,163.65,PLAT,NC,0,N,Tolémounou
-21.116667,165.1,CLF,NC,0,N,Poinda
-20.883333,165.266667,PK,NC,0,N,Poi Maté
-20.883333,165.266667,PK,NC,0,N,Poilacandi
-21.1,165.033333,PK,NC,0,N,Poignora
-20.1,164.2,PK,NC,0,N,Sommet Balabio
-20.116667,164.183333,ISL,NC,0,N,Île Balabio
-21.6,165.95,MT,NC,0,N,Bakoindé
-20.633333,164.416667,HLL,NC,0,N,Baimbain
-22.3,166.566667,ISL,NC,0,V,Ndumbui
-22.3,166.566667,ISL,NC,0,N,Île Bailly
-21.433333,165.833333,MT,NC,0,V,Mefiro
-21.433333,165.833333,MT,NC,0,N,Mé Firo
-21.516667,165.783333,MT,NC,0,N,Mé Favé Dao
-21.233333,165.483333,PK,NC,0,N,Sommet Arago
-21.233333,165.483333,PK,NC,0,V,Mont Arago
-20.9,164.75,HLL,NC,0,N,Apéveïvato
-21.15,164.95,PK,NC,0,N,Aouta
-21.45,165.566667,MT,NC,0,N,Mé Aoui
-21.566667,165.366667,HLL,NC,0,N,Aoui
-21.566667,165.833333,PK,NC,0,N,Cheviahaï
-20.8,167.15,PT,NC,0,N,Pointe de Chépénéhé
-21.95,165.95,ISL,NC,0,N,Îlot Chengiro
-21.85,166.1,MT,NC,0,N,Mont Chassoua
-21.85,166.1,MT,NC,0,V,Mont Chassaoua
-22.316667,166.566667,ISL,NC,0,N,Île Charron
-21.5,165.683333,HLL,NC,0,N,Chaoué
-22.3,166.733333,PLN,NC,0,N,Plaine du Champ de Bataille
-22.116667,166.9,MT,NC,0,N,Chakéké
-20.433333,166.483333,ISL,NC,0,N,Kététalo
-20.216667,164.016667,ISL,NC,0,V,Île Muac
-20.216667,164.016667,ISL,NC,0,N,Île Mouac
-21.5,165.966667,PK,NC,0,N,Pic des Morts
-21.733333,166.016667,MT,NC,0,N,Morindia
-22.383333,166.85,ISL,NC,0,N,Île Montravel
-22.233333,166.533333,BCH,NC,0,N,Mon Plaisir
-21.116667,165.266667,MT,NC,0,V,Mont Ourélie
-21.116667,165.266667,MT,NC,0,N,Durélie
-20.9,165.233333,HLL,NC,0,N,Poui Aaka
-20.133333,163.983333,RK,NC,0,N,Rocher Pouhighène
-20.9,164.6,HLL,NC,0,N,Pouéou
-20.4,164.35,HLL,NC,0,N,Pouéni
-21.366667,165.733333,MT,NC,0,N,Poinjékori
-20.866667,164.8,MT,NC,0,N,Poindou
-20.933333,165.266667,PK,NC,0,N,Poindioui
-20.766667,165.133333,MT,NC,0,N,Poindiémaiou
-22.633333,167.416667,ISL,NC,0,V,Îlot Numua
-22.633333,167.416667,ISL,NC,0,N,Île Nouma
-22.4,166.766667,PT,NC,0,N,Pointe Noukouma
-21.016667,164.9,SPUR,NC,0,N,Nouédjo
-21.2,165.383333,SLP,NC,0,N,Nouarin
-22.259722,167.029167,ISL,NC,0,V,Île Nao
-22.259722,167.029167,ISL,NC,0,V,Île Nu
-22.259722,167.029167,ISL,NC,0,N,Nuu
-22.259722,167.029167,ISL,NC,0,V,Île Nou
-22.259722,167.029167,ISL,NC,0,V,Île Nau
-22.55,166.8,ISL,NC,0,N,Île Mato
-19.666667,163.633333,PT,NC,0,N,Mativiath
-19.766667,163.65,PT,NC,0,N,Mathépoulipounou
-22.1,166.416667,VAL,NC,0,N,Val Suzon
-20.283333,164.05,PK,NC,0,N,Sommet Sud
-21.6,166.333333,ISL,NC,0,V,Île Kinoé
-21.6,166.333333,ISL,NC,0,N,Île Kindé
-20.55,164.35,SPUR,NC,0,N,Kijiane
-21.45,165.933333,PK,NC,0,N,Piton Duperré
-21.45,165.933333,PK,NC,0,V,Pomopou
-22.625,167.275,ISL,NC,0,V,Îlot Dü-Ami
-22.625,167.275,ISL,NC,0,N,Île Dü-Ami
-20.466667,164.133333,ISL,NC,0,N,Île Double
-20.466667,164.133333,ISL,NC,0,V,Nemon
-20.9,167.05,CAPE,NC,0,N,Cap Mandé
-21.566667,166.166667,MT,NC,0,N,Manahié
-20.983333,164.666667,PEN,NC,0,N,Presqu’île Guillain
-20.683333,166.366667,ISL,NC,0,N,Gué
-21.1,165.15,MT,NC,0,N,Grouba
-21.066667,165.283333,MT,NC,0,N,Grouau
-20.983333,165.216667,PK,NC,0,N,Grottana
-20.916667,165.266667,PK,NC,0,N,Gromido
-21.466667,165.866667,SPUR,NC,0,N,Dahi
-22.366667,166.366667,ISL,NC,0,N,Île Crouy
-20.866667,164.75,MT,NC,0,N,Cavanda
-22.15,166.566667,PK,NC,0,N,Casse-Cou
-20.3,164.066667,PT,NC,0,N,Pointe de Bouérabat
-20.3,164.066667,PT,NC,0,V,Pointe de Bouérabate
-21.45,165.433333,PK,NC,0,N,Bouéouénéinon
-21.366667,165.566667,PK,NC,0,N,Bouénera
-21.35,165.533333,PK,NC,0,N,Bouénendoï
-21.35,165.533333,PK,NC,0,V,Sommet Bouenenedoï
-21.516667,165.55,HLL,NC,0,N,Bouéndi-Assola
-21.466667,165.5,MT,NC,0,N,Bouémien
-20.783333,164.583333,MT,NC,0,N,Taom
-20.483333,164.4,PK,NC,0,N,Mont Tanou
-20.483333,164.4,PK,NC,0,V,Sommet Tanou
-22.533333,167.416667,ISL,NC,0,V,Île Tiantoro
-22.533333,167.416667,ISL,NC,0,N,Île Tanloro
-20.033333,163.933333,ISL,NC,0,V,Île Tanlaï
-20.033333,163.933333,ISL,NC,0,N,Île Taanlai
-21.15,164.983333,RDGE,NC,0,N,Paidi
-20.45,164.616667,RDGE,NC,0,N,Pagoumélé
-21.316667,165.4,HLL,NC,0,N,Padioumi
-21.633333,165.433333,ISL,NC,0,N,Île Kia
-21.683333,165.783333,HLL,NC,0,N,Mé Akouanoui
-21.483333,165.866667,MT,NC,0,N,Mé Aïu
-20.75,165.283333,ISL,NC,0,N,Île Aïn
-20.516667,164.716667,RDGE,NC,0,N,Aïloudane
-22.332222,166.830556,RK,NC,0,N,Roc Aiguille
-21.116667,165.566667,ISL,NC,0,N,Îlot Agué
-20.816667,164.95,RDGE,NC,0,N,Donégou
-20.966667,165.383333,MT,NC,0,N,Groliti
-21.4,165.116667,PT,NC,0,N,Pointe de la Croix Haute
-21.583333,165.566667,HLL,NC,0,N,Casi-Cayou
-21.433333,165.483333,SPUR,NC,0,N,Bouémbé
-20.4,164.433333,HLL,NC,0,N,Bouemarou
-21.45,165.466667,MT,NC,0,N,Bouékouemeu
-21.366667,165.6,MT,NC,0,N,Mé Bouéïen
-21.366667,165.6,MT,NC,0,V,Mé Bouéjeu
-21.516667,165.716667,MT,NC,0,N,Mé Bouéaoué
-20.55,164.283333,HLL,NC,0,N,Bouatmati
-20.466667,164.416667,HLL,NC,0,N,Bouatio
-21.55,166.016667,HLL,NC,0,N,Unélaha
-21.583333,166.066667,MT,NC,0,V,Unedjamien
-21.583333,166.066667,MT,NC,0,N,Undéjamien
-20.333333,164.483333,PK,NC,0,N,Pouniate
-20.266667,164.033333,PK,NC,0,N,Sommet Poum
-20.266667,164.05,PEN,NC,0,N,Presqu’île de Poum
-20.266667,164.05,PEN,NC,0,V,Presqu Ile de Ponme
-20.266667,164.05,PEN,NC,0,V,Presqu’île de Poume
-20.933333,164.933333,SPUR,NC,0,N,Pouinéda
-21.716667,165.8,HLL,NC,0,N,Mé Pouiné
-20.133333,164.033333,ISL,NC,0,N,Île Padioté
-21.316667,165.05,PASS,NC,0,N,Col de Nékoro
-21.183333,165.366667,SPUR,NC,0,N,Gonda
-20.45,166.4,ISL,NC,0,V,Île Deguala
-20.45,166.4,ISL,NC,0,N,Île Agnéhu
-20.766667,165.066667,SPUR,NC,0,N,Adohine
-21.25,165.233333,VAL,NC,0,V,Vallée Sèche
-21.25,165.233333,VAL,NC,0,N,Vallée des roches d’Adio
-21.5,165.633333,MT,NC,0,N,Mé Adéo
-21.5,165.633333,MT,NC,0,V,Mé Arembo
-21.5,165.633333,MT,NC,0,V,Mont Mé Arembo
-21.166667,165.55,RDGE,NC,0,N,Aboadi
-21.566667,165.516667,HLL,NC,0,N,Mouarapou
-21,165.383333,PK,NC,0,N,Néma
-20.933333,167.033333,CLF,NC,0,N,Nem
-21.6,166.016667,MT,NC,0,N,Nékouangoue
-20.65,164.633333,RDGE,NC,0,N,Gavounda
-20.683333,164.933333,RDGE,NC,0,N,Galégone
-20.95,167.066667,HLL,NC,0,N,Galagil
-20.8,165.016667,RDGE,NC,0,N,Gaïtanda
-21.55,165.766667,MT,NC,0,V,Table Ounio
-21.55,165.766667,MT,NC,0,V,Mé Oigno
-21.55,165.766667,MT,NC,0,N,Table Unio
-20.35,164.016667,ISL,NC,0,N,Île Ouanne
-21.533333,165.9,HLL,NC,0,N,Ouankoué
-21.65,165.683333,HLL,NC,0,V,Mé Momimérail
-21.65,165.683333,HLL,NC,0,V,Me Mominérail
-21.65,165.683333,HLL,NC,0,N,Mé Ouaniaraï
-20.45,164.566667,MT,NC,0,N,Ouangati
-20.35,164.533333,PK,NC,0,N,Ouandomès
-21.766667,166.4,PK,NC,0,N,Boa Ouanari
-22.333333,166.566667,ISL,NC,0,N,Île Porc-Épic
-20.783333,165.2,SLP,NC,0,N,Popouondétieh
-20.883333,164.55,HLL,NC,0,N,Ponjicala
-21.166667,165.15,MT,NC,0,N,Ponindoué
-20.983333,164.65,ISL,NC,0,N,Île de Gatope
-20.733333,164.9,PK,NC,0,N,Gatinou
-20.566667,164.65,SPUR,NC,0,N,Garoub
-20.7,164.933333,RDGE,NC,0,N,Gaouéiou
-20.333333,166.166667,ATOL,NC,0,V,Iles Beautemps-Beaupre
-20.333333,166.166667,ATOL,NC,0,N,Atoll Beautemps-Beaupré
-20.95,165.416667,CAPE,NC,0,N,Cap Bayes
-20.95,165.416667,CAPE,NC,0,V,Cap Baï
-20.95,165.416667,CAPE,NC,0,V,Cap Baye
-20.383333,164.55,MT,NC,0,N,Bayamba
-20.416667,164.516667,SPUR,NC,0,N,Bavarihe
-20.683333,164.65,RDGE,NC,0,N,Gagadjiène
-20.733333,165.016667,PK,NC,0,N,Gafnidouanne
-19.55,163.583333,HLL,NC,0,N,Anmoïan
-20.5,166.233333,ISL,NC,0,V,Île Anguene
-20.5,166.233333,ISL,NC,0,V,Île Anémata
-20.5,166.233333,ISL,NC,0,N,Anemëëc
-20.516667,164.7,MT,NC,0,V,Sommet Colnett
-20.516667,164.7,MT,NC,0,N,Mont Colnett
-20.5,164.75,CAPE,NC,0,N,Cap Colnett
-20.733333,165.033333,SPUR,NC,0,N,Coffiou
-20.966667,165.4,SPUR,NC,0,N,Chilo
-21.583333,165.983333,PK,NC,0,N,Kohandio
-22.166667,166.533333,MTS,NC,0,V,Monts Kogi
-22.166667,166.533333,MTS,NC,0,N,Monts des Koghis
-22.166667,166.533333,MTS,NC,0,V,Chaîne de Koghis
-20.7,164.433333,HLL,NC,0,N,Koendah
-21.35,165.65,MT,NC,0,N,Kobé Hara
-21.35,165.65,MT,NC,0,V,Mont Kabé Hara
-20.883333,164.65,HLL,NC,0,N,Knoka
-20.683333,164.833333,MT,NC,0,N,Kneda
-22.133333,166.916667,PK,NC,0,N,Kloueinoué
-20.4,166.55,HLL,NC,0,N,Kitchiwani
-20.55,164.3,HLL,NC,0,N,Kingué
-20.516667,164.283333,HLL,NC,0,N,Kingak
-21.383333,165.066667,SPUR,NC,0,N,Ouédo
-21.283333,165.533333,PK,NC,0,N,Ouédia
-20.9,165.216667,SPUR,NC,0,N,Poa Oué
-22.166667,166.266667,PT,NC,0,N,Pointe Oubaoua
-21.316667,165.066667,PK,NC,0,N,Mouataoua
-22.416667,166.816667,MT,NC,0,N,Kaoudjé
-22.616667,167.533333,PEN,NC,0,N,Presqu’île d’Oro
-21.633333,165.883333,MT,NC,0,N,Mé Ornana
-20.5,164.233333,PK,NC,0,N,Ora
-20.933333,167.3,HLL,NC,0,N,Opalo
-20.716667,164.783333,PK,NC,0,N,Gamato
-20.633333,166.333333,ISL,NC,0,N,Anématch
-21.483333,165.6,PK,NC,0,N,Ané
-21.783333,166.483333,ISL,NC,0,N,Île Amourou
-20.3,164.416667,PASS,NC,0,N,Col d’Amoss
-21.766667,165.866667,RDGE,NC,0,N,Amoro
-21.7,165.733333,HLL,NC,0,N,Mé Taouta
-22.266667,166.55,PT,NC,0,N,Pointe Bureau
-20.55,164.45,PK,NC,0,N,Buatapa
-20.666667,164.516667,MT,NC,0,N,Buaname
-20.733333,165.033333,HLL,NC,0,N,Bounou
-21.033333,165.25,MT,NC,0,N,Boundia
-20.85,164.566667,RDGE,NC,0,N,Bouampoua
-20.333333,164.5,PK,NC,0,N,Bouama
-20.616667,164.333333,RDGE,NC,0,N,Boualoudjilima
-20.033333,163.8,PK,NC,0,N,Bouaka
-20.45,164.433333,PK,NC,0,N,Bouaïé
-20.566667,164.316667,PK,NC,0,N,Bouaidjelima
-20.7,164.483333,RDGE,NC,0,N,Bouahialou
-20.683333,164.816667,RDGE,NC,0,N,Bouacouyetche
-20.133333,164.016667,PEN,NC,0,N,Presqu’île Bouabondo
-20.133333,164.016667,PEN,NC,0,V,Presqu’ile Bouabon’de
-21.45,165.883333,HLL,NC,0,N,Botchio
-21.616667,166.233333,HLL,NC,0,N,Bota Méré
-20.15,164.2,BCH,NC,0,N,Bororot
-21.416667,165.483333,RDGE,NC,0,N,Boraméyi
-21.566667,165.533333,RDGE,NC,0,N,Bopopoimi
-21.2,165.616667,CAPE,NC,0,N,Cap Bocage
-21.683333,166.333333,RDGE,NC,0,N,Boato
-21.716667,166.333333,MT,NC,0,V,Mont Boitemounou
-21.716667,166.333333,MT,NC,0,N,Boatémounou
-20.516667,164.466667,MT,NC,0,N,Boari
-20.65,164.683333,RDGE,NC,0,N,Boaoletch
-20.6,164.4,HLL,NC,0,N,Boamondé
-21.333333,165.5,HLL,NC,0,N,Bonra
-21.783333,165.833333,HLL,NC,0,N,Bonhomme
-21.633333,165.783333,MT,NC,0,N,Mé Boiramaon
-21.816667,166.466667,MT,NC,0,N,Bona Saï
-21.75,166.45,MT,NC,0,N,Bona Marie
-21.483333,165.65,PK,NC,0,N,Bokéo
-20.066667,164.183333,HLL,NC,0,N,Boivero
